sample_id,stage,latency_s,peak_vram_gb,energy_J,is_warmup
2414,reranker,0.000610,16.188573,0.057,0
2414,nli,2.692706,9.972648,608.512,0
2415,image_search,2.435557,15.348945,299.643,0
2415,reranker,0.000577,16.188573,0.031,0
2415,nli,1.130100,3.623344,166.959,0
2416,image_search,2.438841,15.348945,299.875,0
2416,reranker,0.000574,16.188573,0.075,0
2416,nli,3.138922,9.972648,780.731,0
2417,image_search,2.446483,15.348945,323.178,0
2417,reranker,0.000546,16.188573,0.073,0
2417,nli,3.137309,9.972648,765.941,0
2418,image_search,2.402543,15.348945,318.861,0
2418,reranker,0.000580,16.188573,0.040,0
2418,nli,2.661623,9.972648,613.578,0
2419,image_search,2.421856,15.348945,326.104,0
2419,reranker,0.000543,16.188573,0.060,0
2419,nli,2.447194,9.972648,548.117,0
2420,image_search,2.426136,15.348945,324.126,0
2420,reranker,0.000563,16.188573,0.043,0
2420,nli,0.612836,2.149175,74.712,0
2421,image_search,2.381124,15.348945,316.805,0
2421,reranker,0.000538,16.188573,0.061,0
2421,nli,3.154474,9.972648,757.900,0
2422,image_search,2.452927,15.348945,304.268,0
2422,reranker,0.001035,16.188573,0.080,0
2422,nli,2.222688,9.309591,461.568,0
2423,image_search,2.432296,15.348945,324.427,0
2423,reranker,0.000569,16.188573,0.043,0
2423,nli,2.992067,9.972648,724.031,0
2424,image_search,2.505734,15.348945,304.326,0
2424,reranker,0.000577,16.188573,0.072,0
2424,nli,3.102939,9.972648,732.948,0
2425,image_search,3.242409,15.348945,393.982,0
2425,reranker,0.000505,16.188573,0.031,0
2425,nli,3.017982,9.972648,747.528,0
2426,image_search,3.315578,15.348945,445.223,0
2426,reranker,0.000560,16.188573,0.047,0
2426,nli,2.397020,9.402754,554.961,0
2427,image_search,3.174726,15.348945,426.580,0
2427,reranker,0.000564,16.188573,0.043,0
2427,nli,3.142347,9.972648,754.415,0
2428,image_search,3.165194,15.348945,426.181,0
2428,reranker,0.000542,16.188573,0.069,0
2428,nli,0.942861,2.974722,121.556,0
2429,image_search,3.101287,15.348945,412.936,0
2429,reranker,0.000579,16.188573,0.072,0
2429,nli,3.063836,9.972648,760.384,0
2430,image_search,2.666682,15.348945,360.450,0
2430,reranker,0.000661,16.188573,0.085,0
2430,nli,2.757464,9.864315,679.823,0
2431,image_search,2.423867,15.348945,299.318,0
2431,reranker,0.001050,16.188573,0.043,0
2431,nli,2.720815,9.972648,674.552,0
2432,image_search,2.425968,15.348945,294.198,0
2432,reranker,0.000561,16.188573,0.035,0
2432,nli,2.288254,9.972648,535.935,0
2433,image_search,2.401348,15.348945,294.425,0
2433,reranker,0.000521,16.188573,0.039,0
2433,nli,2.601204,8.621600,622.912,0
2434,image_search,2.346662,15.348945,313.721,0
2434,reranker,0.000542,16.188573,0.035,0
2434,nli,0.484384,1.762221,56.714,0
2435,image_search,2.337304,15.348945,310.479,0
2435,reranker,0.000558,16.188573,0.051,0
2435,nli,1.005413,3.400556,153.775,0
2436,image_search,2.331437,15.348945,311.115,0
2436,reranker,0.000549,16.188573,0.039,0
2436,nli,1.505245,5.958067,249.642,0
2437,image_search,2.441352,15.348945,324.187,0
2437,reranker,0.000577,16.188573,0.075,0
2437,nli,2.926527,9.972648,731.455,0
2438,image_search,2.435351,15.348945,323.204,0
2438,reranker,0.000615,16.188573,0.045,0
2438,nli,3.046822,9.972648,761.068,0
2439,image_search,2.345380,15.348945,280.819,0
2439,reranker,0.000569,16.188573,0.040,0
2439,nli,1.796340,4.557985,335.807,0
2440,image_search,2.376804,15.348945,291.529,0
2440,reranker,0.000550,16.188573,0.040,0
2440,nli,1.360750,5.273616,212.096,0
2441,image_search,2.388455,15.348945,313.024,0
2441,reranker,0.000511,16.188573,0.041,0
2441,nli,1.597682,5.401081,299.576,0
2442,image_search,2.641561,15.348945,320.081,0
2442,reranker,0.000531,16.188573,0.032,0
2442,nli,0.780379,2.596389,94.606,0
2443,image_search,2.931570,15.348945,391.562,0
2443,reranker,0.000556,16.188573,0.078,0
2443,nli,2.291336,6.559165,526.216,0
2444,image_search,3.345934,15.348945,444.683,0
2444,reranker,0.000561,16.188573,0.067,0
2444,nli,3.213399,9.972648,802.381,0
2445,image_search,3.142259,15.348945,418.420,0
2445,reranker,0.000529,16.188573,0.041,0
2445,nli,0.744955,2.438121,87.773,0
2446,image_search,2.990181,15.348945,398.498,0
2446,reranker,0.000523,16.188573,0.041,0
2446,nli,0.581523,2.149175,62.528,0
2447,image_search,2.970580,15.348945,357.176,0
2447,reranker,0.000549,16.188573,0.045,0
2447,nli,2.843109,9.972648,686.052,0
2448,image_search,2.827587,15.348945,375.728,0
2448,reranker,0.000553,16.188573,0.045,0
2448,nli,0.626557,2.339208,71.880,0
2449,image_search,2.371331,15.348945,318.449,0
2449,reranker,0.000584,16.188573,0.079,0
2449,nli,3.062972,9.972648,766.080,0
2450,image_search,2.340766,15.348945,307.356,0
2450,reranker,0.000515,16.188573,0.037,0
2450,nli,2.702119,8.807599,651.603,0
2451,image_search,2.330607,15.348945,310.407,0
2451,reranker,0.000536,16.188573,0.074,0
2451,nli,3.097277,9.972648,752.239,0
2452,image_search,2.341427,15.348945,309.280,0
2452,reranker,0.000561,16.188573,0.027,0
2452,nli,1.464890,5.054811,268.382,0
2453,image_search,2.351358,15.348945,311.900,0
2453,reranker,0.000528,16.188573,0.037,0
2453,nli,1.308794,4.177164,211.974,0
2454,image_search,2.395978,15.348945,314.838,0
2454,reranker,0.000847,16.188573,0.038,0
2454,nli,1.687270,6.784942,291.036,0
2455,image_search,2.334346,15.348945,294.951,0
2455,reranker,0.000547,16.188573,0.036,0
2455,nli,0.860233,2.974722,114.428,0
2456,image_search,2.309063,15.348945,299.409,0
2456,reranker,0.000528,16.188573,0.033,0
2456,nli,1.688258,6.784942,305.504,0
2457,image_search,2.404608,15.348945,285.391,0
2457,reranker,0.000559,16.188573,0.036,0
2457,nli,0.660862,2.252064,75.275,0
2458,image_search,2.327743,15.348945,286.391,0
2458,reranker,0.000583,16.188573,0.031,0
2458,nli,1.403141,4.476576,223.243,0
2459,image_search,2.326954,15.348945,312.365,0
2459,reranker,0.000553,16.188573,0.025,0
2459,nli,1.380911,4.476576,236.256,0
2460,image_search,2.637880,15.348945,318.171,0
2460,reranker,0.000592,16.188573,0.034,0
2460,nli,1.670691,6.784942,295.670,0
2461,image_search,3.085422,15.348945,411.712,0
2461,reranker,0.000529,16.188573,0.033,0
2461,nli,0.907898,2.875755,129.520,0
2462,image_search,3.004042,15.348945,390.829,0
2462,reranker,0.000540,16.188573,0.045,0
2462,nli,0.392895,1.612895,40.879,0
2463,image_search,2.852019,15.348945,376.808,0
2463,reranker,0.000532,16.188573,0.027,0
2463,nli,0.860946,2.777599,124.964,0
2464,image_search,2.884540,15.348945,345.336,0
2464,reranker,0.000462,16.188573,0.019,0
2464,nli,2.343658,8.470160,528.435,0
2465,image_search,3.131405,15.348945,371.877,0
2465,reranker,0.000535,16.188573,0.024,0
2465,nli,0.601827,2.252064,68.134,0
2466,image_search,2.968065,15.348945,369.319,0
2466,reranker,0.000563,16.188573,0.027,0
2466,nli,1.647847,4.476576,327.527,0
2467,image_search,2.479016,15.348945,331.697,0
2467,reranker,0.000571,16.188573,0.038,0
2467,nli,2.148337,6.335888,476.545,0
2468,image_search,2.318060,15.348945,287.410,0
2468,reranker,0.000559,16.188573,0.042,0
2468,nli,2.463867,9.941302,586.586,0
2469,image_search,2.319984,15.348945,310.674,0
2469,reranker,0.000551,16.188573,0.037,0
2469,nli,1.133374,3.595240,170.028,0
2470,image_search,2.359505,15.348945,321.508,0
2470,reranker,0.000528,16.188573,0.033,0
2470,nli,1.540501,5.054811,302.745,0
2471,image_search,2.404123,15.348945,319.288,0
2471,reranker,0.000525,16.188573,0.028,0
2471,nli,1.773399,6.232612,361.859,0
2472,image_search,2.421916,15.348945,324.522,0
2472,reranker,0.000627,16.188573,0.038,0
2472,nli,0.514807,1.714896,65.939,0
2473,image_search,2.340409,15.348945,311.887,0
2473,reranker,0.000514,16.188573,0.035,0
2473,nli,0.892267,3.128361,118.303,0
2474,image_search,2.447920,15.348945,299.619,0
2474,reranker,0.000533,16.188573,0.039,0
2474,nli,1.722507,5.215981,345.243,0
2475,image_search,2.428965,15.348945,322.351,0
2475,reranker,0.000510,16.188573,0.025,0
2475,nli,2.308503,8.470160,524.684,0
2476,image_search,2.413809,15.348945,317.821,0
2476,reranker,0.000548,16.188573,0.036,0
2476,nli,1.665447,6.784942,304.325,0
2477,image_search,2.395545,15.348945,317.737,0
2477,reranker,0.000593,16.188573,0.040,0
2477,nli,1.335922,4.476576,225.374,0
2478,image_search,2.393879,15.348945,313.417,0
2478,reranker,0.000531,16.188573,0.026,0
2478,nli,0.588653,2.252064,67.044,0
2479,image_search,2.397794,15.348945,317.075,0
2479,reranker,0.000527,16.188573,0.027,0
2479,nli,1.805863,5.368125,362.617,0
2480,image_search,2.418298,15.348945,321.277,0
2480,reranker,0.000536,16.188573,0.040,0
2480,nli,1.038350,3.278375,144.272,0
2481,image_search,2.402674,15.348945,319.019,0
2481,reranker,0.000609,16.188573,0.044,0
2481,nli,0.487746,1.776840,50.527,0
2482,image_search,2.645396,15.348945,349.059,0
2482,reranker,0.001053,16.188573,0.062,0
2482,nli,3.118275,9.972648,759.374,0
2483,image_search,3.358012,15.348945,439.522,0
2483,reranker,0.000595,16.188573,0.043,0
2483,nli,0.616230,2.045706,76.396,0
2484,image_search,3.078086,15.348945,409.696,0
2484,reranker,0.000558,16.188573,0.045,0
2484,nli,2.718551,9.972648,635.259,0
2485,image_search,3.131819,15.348945,380.510,0
2485,reranker,0.000541,16.188573,0.032,0
2485,nli,0.798114,2.480800,94.769,0
2486,image_search,3.061608,15.348945,409.461,0
2486,reranker,0.000519,16.188573,0.037,0
2486,nli,2.000962,7.833442,388.834,0
2487,image_search,3.253296,15.348945,387.803,0
2487,reranker,0.000565,16.188573,0.038,0
2487,nli,1.032235,3.879310,139.390,0
2488,image_search,2.544182,15.348945,337.463,0
2488,reranker,0.000574,16.188573,0.026,0
2488,nli,1.440457,4.731255,239.362,0
2489,image_search,2.430151,15.348945,326.711,0
2489,reranker,0.000565,16.188573,0.037,0
2489,nli,1.838522,5.031981,360.221,0
2490,image_search,2.305441,15.348945,300.729,0
2490,reranker,0.000534,16.188573,0.033,0
2490,nli,2.344733,8.470160,507.045,0
2491,image_search,2.393665,15.348945,319.095,0
2491,reranker,0.000527,16.188573,0.025,0
2491,nli,2.273190,8.470160,519.929,0
2492,image_search,2.382410,15.348945,291.492,0
2492,reranker,0.000527,16.188573,0.026,0
2492,nli,1.287055,5.054811,181.631,0
2493,image_search,2.383478,15.348945,315.963,0
2493,reranker,0.000563,16.188573,0.041,0
2493,nli,1.679517,4.917974,291.595,0
2494,image_search,2.392326,15.348945,287.509,0
2494,reranker,0.000520,16.188573,0.025,0
2494,nli,1.263989,5.054811,199.012,0
2495,image_search,2.392900,15.348945,293.428,0
2495,reranker,0.000533,16.188573,0.041,0
2495,nli,0.831533,2.636580,102.457,0
2496,image_search,2.392600,15.348945,316.739,0
2496,reranker,0.000581,16.188573,0.037,0
2496,nli,2.297662,9.972648,518.934,0
2497,image_search,2.409495,15.348945,324.295,0
2497,reranker,0.000550,16.188573,0.038,0
2497,nli,2.299676,7.699152,502.232,0
2498,image_search,2.526610,15.348945,339.867,0
2498,reranker,0.000554,16.188573,0.076,0
2498,nli,3.127417,9.972648,790.592,0
2499,image_search,3.440481,15.348945,457.003,0
2499,reranker,0.000536,16.188573,0.026,0
2499,nli,2.332239,9.972648,514.088,0
2500,image_search,3.324024,15.348945,443.771,0
2500,reranker,0.000427,16.188573,0.071,0
2500,nli,3.027533,9.597812,765.772,0
2501,image_search,3.538885,15.348945,470.042,0
2501,reranker,0.000436,16.188573,0.071,0
2501,nli,3.099631,9.972648,756.081,0
2502,image_search,3.462140,15.348945,406.503,0
2502,reranker,0.000509,16.188573,0.078,0
2502,nli,3.126432,9.972648,772.620,0
2503,image_search,2.355887,15.348945,308.751,0
2503,reranker,0.000457,16.188573,0.074,0
2503,nli,2.762252,9.972648,686.836,0
2504,image_search,2.342923,15.348945,283.261,0
2504,reranker,0.000439,16.188573,0.074,0
2504,nli,3.125272,9.972648,771.923,0
2505,image_search,2.345185,15.348945,310.657,0
2505,reranker,0.000479,16.188573,0.084,0
2505,nli,3.151099,9.972648,789.323,0
2506,image_search,2.370474,15.348945,294.424,0
2506,reranker,0.000452,16.188573,0.075,0
2506,nli,2.807904,9.972648,652.905,0
2507,image_search,2.385875,15.348945,319.961,0
2507,reranker,0.000439,16.188573,0.073,0
2507,nli,3.018842,9.972648,754.812,0
2508,image_search,2.372902,15.348945,314.284,0
2508,reranker,0.000441,16.188573,0.071,0
2508,nli,3.042714,9.597812,736.809,0
2509,image_search,2.327401,15.348945,295.585,0
2509,reranker,0.000472,16.188573,0.081,0
2509,nli,3.101791,9.972648,783.080,0
2510,image_search,2.310026,15.348945,310.582,0
2510,reranker,0.000469,16.188573,0.081,0
2510,nli,2.909326,9.972648,692.216,0
2511,image_search,2.441563,15.348945,322.015,0
2511,reranker,0.000455,16.188573,0.078,0
2511,nli,2.444926,6.822789,572.647,0
2512,image_search,2.854342,15.348945,347.194,0
2512,reranker,0.000455,16.188573,0.076,0
2512,nli,3.139563,9.972648,781.502,0
2513,image_search,3.018440,15.348945,404.189,0
2513,reranker,0.000455,16.188573,0.078,0
2513,nli,2.734400,8.078669,615.931,0
2514,image_search,3.178545,15.348945,384.321,0
2514,reranker,0.000435,16.188573,0.071,0
2514,nli,3.089057,9.972648,774.866,0
2515,image_search,3.588853,15.348945,429.974,0
2515,reranker,0.000469,16.188573,0.080,0
2515,nli,2.177537,6.491995,463.606,0
2516,image_search,3.501843,15.348945,455.963,0
2516,reranker,0.000462,16.188573,0.077,0
2516,nli,3.107589,9.972648,757.694,0
2517,image_search,2.482483,15.348945,332.481,0
2517,reranker,0.000425,16.188573,0.071,0
2517,nli,2.921744,9.972648,724.093,0
2518,image_search,2.410597,15.348945,323.028,0
2518,reranker,0.000437,16.188573,0.076,0
2518,nli,1.544612,4.655907,289.081,0
2519,image_search,2.393443,15.348945,321.590,0
2519,reranker,0.000466,16.188573,0.077,0
2519,nli,3.085614,9.972648,752.363,0
2520,image_search,2.428531,15.348945,325.335,0
2520,reranker,0.000458,16.188573,0.077,0
2520,nli,3.082287,9.972648,788.228,0
2521,image_search,2.387252,15.348945,321.752,0
2521,reranker,0.000439,16.188573,0.071,0
2521,nli,3.136016,9.972648,784.572,0
2522,image_search,2.347433,15.348945,285.727,0
2522,reranker,0.000430,16.188573,0.071,0
2522,nli,3.125422,9.972648,771.202,0
2523,image_search,2.430725,15.348945,328.683,0
2523,reranker,0.000463,16.188573,0.079,0
2523,nli,3.146126,9.972648,798.827,0
2524,image_search,2.425218,15.348945,326.870,0
2524,reranker,0.000584,16.188573,0.100,0
2524,nli,1.380452,4.486951,229.951,0
2525,image_search,2.365890,15.348945,295.699,0
2525,reranker,0.000564,16.188573,0.099,0
2525,nli,2.957593,9.972648,734.513,0
2526,image_search,2.944229,15.348945,359.504,0
2526,reranker,0.000561,16.188573,0.095,0
2526,nli,3.112871,9.972648,756.499,0
2527,image_search,3.576410,15.348945,476.864,0
2527,reranker,0.000438,16.188573,0.070,0
2527,nli,3.163533,9.972648,782.007,0
2528,image_search,3.419981,15.348945,458.542,0
2528,reranker,0.000457,16.188573,0.075,0
2528,nli,2.927361,9.972648,699.202,0
2529,image_search,3.560986,15.348945,471.604,0
2529,reranker,0.000440,16.188573,0.073,0
2529,nli,2.839658,9.972648,674.811,0
2530,image_search,2.765748,15.348945,339.538,0
2530,reranker,0.000566,16.188573,0.071,0
2530,nli,3.131919,9.972648,777.401,0
2531,image_search,2.388953,15.348945,309.480,0
2531,reranker,0.000448,16.188573,0.067,0
2531,nli,3.082110,9.972648,776.505,0
2532,image_search,2.316418,15.348945,282.229,0
2532,reranker,0.000597,16.188573,0.100,0
2532,nli,2.762856,9.375754,679.000,0
2533,image_search,2.436383,15.348945,327.985,0
2533,reranker,0.000480,16.188573,0.081,0
2533,nli,3.156699,9.972648,766.745,0
2534,image_search,2.329732,15.348945,311.030,0
2534,reranker,0.000441,16.188573,0.071,0
2534,nli,3.153796,9.972648,778.042,0
2535,image_search,2.423898,15.348945,299.892,0
2535,reranker,0.000540,16.188573,0.095,0
2535,nli,2.895196,9.038302,672.548,0
2536,image_search,2.433841,15.348945,300.754,0
2536,reranker,0.000476,16.188573,0.080,0
2536,nli,3.140739,9.972648,767.698,0
2537,image_search,2.353303,15.348945,309.698,0
2537,reranker,0.000486,16.188573,0.077,0
2537,nli,2.429052,7.415737,560.311,0
2538,image_search,2.712601,15.348945,358.459,0
2538,reranker,0.000461,16.188573,0.078,0
2538,nli,3.187385,9.972648,777.473,0
2539,image_search,3.518982,15.348945,424.783,0
2539,reranker,0.000597,16.188573,0.105,0
2539,nli,2.738116,9.972648,652.883,0
2540,image_search,3.304979,15.348945,391.977,0
2540,reranker,0.001094,16.188573,0.112,0
2540,nli,2.898913,9.101259,723.243,0
2541,image_search,3.178912,15.348945,425.984,0
2541,reranker,0.000563,16.188573,0.099,0
2541,nli,3.160634,9.972648,786.623,0
2542,image_search,3.409054,15.348945,451.903,0
2542,reranker,0.000580,16.188573,0.062,0
2542,nli,2.949475,9.972648,732.412,0
2543,image_search,2.502796,15.348945,305.278,0
2543,reranker,0.000644,16.188573,0.061,0
2543,nli,1.509678,5.205235,278.980,0
2544,image_search,2.400124,15.348945,316.651,0
2544,reranker,0.000602,16.188573,0.108,0
2544,nli,2.708930,9.972648,640.234,0
2545,image_search,2.317415,15.348945,309.425,0
2545,reranker,0.000541,16.188573,0.053,0
2545,nli,3.119479,9.972648,789.806,0
2546,image_search,2.409737,15.348945,325.901,0
2546,reranker,0.000504,16.188573,0.088,0
2546,nli,3.160922,9.972648,792.015,0
2547,image_search,2.315004,15.348945,311.303,0
2547,reranker,0.000452,16.188573,0.074,0
2547,nli,2.946773,9.972648,729.360,0
2548,image_search,2.458626,15.348945,321.738,0
2548,reranker,0.000587,16.188573,0.087,0
2548,nli,3.153164,9.972648,790.270,0
2549,image_search,2.342122,15.348945,315.223,0
2549,reranker,0.000546,16.188573,0.039,0
2549,nli,2.974948,9.972648,706.445,0
2550,image_search,3.468405,15.348945,412.954,0
2550,reranker,0.000617,16.188573,0.037,0
2550,nli,2.933653,9.972648,713.127,0
2551,image_search,3.027168,15.348945,368.143,0
2551,reranker,0.000659,16.188573,0.076,0
2551,nli,3.115639,9.972648,742.036,0
2552,image_search,3.904951,15.348945,512.182,0
2552,reranker,0.000645,16.188573,0.077,0
2552,nli,2.837802,9.972648,680.914,0
2553,image_search,3.841801,15.348945,507.465,0
2553,reranker,0.001066,16.188573,0.051,0
2553,nli,2.949269,9.309591,719.685,0
2554,image_search,3.685456,15.348945,440.743,0
2554,reranker,0.000632,16.188573,0.087,0
2554,nli,2.021069,6.382295,413.443,0
2555,image_search,3.663478,15.348945,483.474,0
2555,reranker,0.000631,16.188573,0.088,0
2555,nli,2.373959,7.932249,532.496,0
2556,image_search,3.518603,15.348945,468.408,0
2556,reranker,0.000700,16.188573,0.099,0
2556,nli,1.951783,5.883278,379.265,0
2557,image_search,2.820288,15.348945,358.542,0
2557,reranker,0.000774,16.188573,0.136,0
2557,nli,2.199728,7.799940,488.824,0
2558,image_search,2.893614,15.348945,383.058,0
2558,reranker,0.000617,16.188573,0.054,0
2558,nli,2.271113,7.799940,487.859,0
2559,image_search,3.444090,15.348945,456.861,0
2559,reranker,0.000631,16.188573,0.047,0
2559,nli,2.883044,9.972648,700.495,0
2560,image_search,3.311349,15.348945,437.882,0
2560,reranker,0.000585,16.188573,0.068,0
2560,nli,2.898922,9.168781,696.379,0
2561,image_search,3.691741,15.348945,484.422,0
2561,reranker,0.000570,16.188573,0.104,0
2561,nli,2.811593,9.972648,681.216,0
2562,image_search,2.393912,15.348945,314.555,0
2562,reranker,0.000560,16.188573,0.042,0
2562,nli,2.993152,9.309591,736.624,0
2563,image_search,2.389374,15.348945,317.206,0
2563,reranker,0.000667,16.188573,0.069,0
2563,nli,2.344970,7.799940,530.870,0
2564,image_search,2.347784,15.348945,311.798,0
2564,reranker,0.000610,16.188573,0.112,0
2564,nli,3.090968,9.972648,763.115,0
2565,image_search,2.429297,15.348945,299.755,0
2565,reranker,0.000579,16.188573,0.104,0
2565,nli,2.206459,7.785467,481.912,0
2566,image_search,3.442291,15.348945,421.848,0
2566,reranker,0.000573,16.188573,0.063,0
2566,nli,2.822444,9.972648,697.554,0
2567,image_search,3.238148,15.348945,432.597,0
2567,reranker,0.000599,16.188573,0.066,0
2567,nli,2.182642,7.799940,461.199,0
2568,image_search,3.129791,15.348945,417.252,0
2568,reranker,0.001003,16.188573,0.065,0
2568,nli,2.157113,7.799940,474.017,0
2569,image_search,3.109887,15.348945,373.424,0
2569,reranker,0.000589,16.188573,0.076,0
2569,nli,1.652669,6.072076,309.722,0
2570,image_search,2.962447,15.348945,395.029,0
2570,reranker,0.000568,16.188573,0.073,0
2570,nli,1.538508,5.836569,250.122,0
2571,image_search,2.679611,15.348945,323.870,0
2571,reranker,0.000705,16.188573,0.084,0
2571,nli,1.641297,5.883278,306.590,0
2572,image_search,2.312441,15.348945,308.696,0
2572,reranker,0.000577,16.188573,0.065,0
2572,nli,3.114097,9.972648,778.660,0
2573,image_search,2.376686,15.348945,314.068,0
2573,reranker,0.000559,16.188573,0.063,0
2573,nli,1.661502,6.072076,322.631,0
2574,image_search,2.332129,15.348945,309.190,0
2574,reranker,0.000561,16.188573,0.046,0
2574,nli,3.082662,9.972648,760.333,0
2575,image_search,2.314154,15.348945,295.552,0
2575,reranker,0.000591,16.188573,0.111,0
2575,nli,3.117821,9.972648,770.631,0
2576,image_search,2.320440,15.348945,288.953,0
2576,reranker,0.000627,16.188573,0.045,0
2576,nli,0.919458,2.844027,121.539,0
2577,image_search,2.371088,15.348945,320.244,0
2577,reranker,0.000463,16.188573,0.079,0
2577,nli,2.621940,9.972648,616.392,0
2578,image_search,2.415854,15.348945,327.264,0
2578,reranker,0.000584,16.188573,0.072,0
2578,nli,3.114679,9.972648,763.810,0
2579,image_search,2.440264,15.348945,325.838,0
2579,reranker,0.000432,16.188573,0.070,0
2579,nli,2.782052,9.972648,685.743,0
2580,image_search,2.331626,15.348945,299.603,0
2580,reranker,0.000550,16.188573,0.076,0
2580,nli,3.081090,9.972648,747.898,0
2581,image_search,2.439912,15.348945,300.639,0
2581,reranker,0.000508,16.188573,0.084,0
2581,nli,3.106416,9.972648,757.718,0
2582,image_search,2.332890,15.348945,313.803,0
2582,reranker,0.000868,16.188573,0.083,0
2582,nli,2.914765,9.972648,704.791,0
2583,image_search,2.426503,15.348945,296.058,0
2583,reranker,0.000444,16.188573,0.072,0
2583,nli,1.685938,6.404367,302.734,0
2584,image_search,2.858799,15.348945,371.622,0
2584,reranker,0.000511,16.188573,0.055,0
2584,nli,3.119429,9.972648,769.086,0
2585,image_search,2.913406,15.348945,357.714,0
2585,reranker,0.000527,16.188573,0.051,0
2585,nli,2.675452,9.972648,652.249,0
2586,image_search,2.785346,15.348945,367.465,0
2586,reranker,0.000618,16.188573,0.107,0
2586,nli,3.240201,9.972648,777.438,0
2587,image_search,2.820926,15.348945,344.378,0
2587,reranker,0.000587,16.188573,0.106,0
2587,nli,3.120124,9.972648,770.136,0
2588,image_search,2.844557,15.348945,377.623,0
2588,reranker,0.000442,16.188573,0.073,0
2588,nli,2.270609,8.256820,495.433,0
2589,image_search,2.882697,15.348945,381.212,0
2589,reranker,0.000438,16.188573,0.072,0
2589,nli,3.080244,9.972648,757.162,0
2590,image_search,2.896805,15.348945,377.988,0
2590,reranker,0.000456,16.188573,0.076,0
2590,nli,3.017922,9.402754,776.178,0
2591,image_search,2.830958,15.348945,350.982,0
2591,reranker,0.000599,16.188573,0.076,0
2591,nli,3.122215,9.972648,786.074,0
2592,image_search,2.545104,15.348945,307.612,0
2592,reranker,0.000643,16.188573,0.038,0
2592,nli,2.737369,9.972648,664.847,0
2593,image_search,2.345908,15.348945,288.721,0
2593,reranker,0.000484,16.188573,0.078,0
2593,nli,2.948344,9.972648,719.830,0
2594,image_search,2.361352,15.348945,319.303,0
2594,reranker,0.000505,16.188573,0.071,0
2594,nli,0.622394,2.179204,74.581,0
2595,image_search,2.393754,15.348945,319.985,0
2595,reranker,0.000524,16.188573,0.079,0
2595,nli,2.490288,9.534010,606.117,0
2596,image_search,2.315372,15.348945,312.926,0
2596,reranker,0.000920,16.188573,0.062,0
2596,nli,3.078682,9.972648,766.369,0
2597,image_search,2.373898,15.348945,291.347,0
2597,reranker,0.000460,16.188573,0.078,0
2597,nli,3.247943,9.972648,787.607,0
2598,image_search,2.426079,15.348945,325.747,0
2598,reranker,0.000431,16.188573,0.071,0
2598,nli,2.290462,7.372167,527.055,0
2599,image_search,2.426194,15.348945,321.821,0
2599,reranker,0.000482,16.188573,0.081,0
2599,nli,1.821747,5.787741,380.204,0
2600,image_search,2.401994,15.348945,316.187,0
2600,reranker,0.000466,16.188573,0.078,0
2600,nli,1.727859,6.348418,349.196,0
2601,image_search,2.337879,15.348945,309.264,0
2601,reranker,0.001257,16.188573,0.101,0
2601,nli,1.741380,6.517281,346.692,0
2602,image_search,2.677642,15.348945,359.354,0
2602,reranker,0.000631,16.188573,0.063,0
2602,nli,3.084004,9.972648,765.576,0
2603,image_search,3.297499,15.348945,439.898,0
2603,reranker,0.000556,16.188573,0.056,0
2603,nli,3.082927,9.972648,762.757,0
2604,image_search,3.176635,15.348945,422.951,0
2604,reranker,0.000505,16.188573,0.033,0
2604,nli,3.114751,9.972648,748.046,0
2605,image_search,3.208546,15.348945,381.096,0
2605,reranker,0.000557,16.188573,0.048,0
2605,nli,3.106799,9.972648,776.190,0
2606,image_search,3.186899,15.348945,426.712,0
2606,reranker,0.000565,16.188573,0.046,0
2606,nli,1.863855,6.428365,351.049,0
2607,image_search,3.021997,15.348945,368.185,0
2607,reranker,0.000644,16.188573,0.060,0
2607,nli,2.529281,9.729460,575.943,0
2608,image_search,2.421996,15.348945,329.865,0
2608,reranker,0.000606,16.188573,0.072,0
2608,nli,2.477729,9.375754,568.360,0
2609,image_search,2.361075,15.348945,294.291,0
2609,reranker,0.000615,16.188573,0.078,0
2609,nli,3.151163,9.972648,754.805,0
2610,image_search,2.358831,15.348945,315.861,0
2610,reranker,0.000541,16.188573,0.062,0
2610,nli,3.133128,9.972648,777.060,0
2611,image_search,2.377208,15.348945,316.331,0
2611,reranker,0.000675,16.188573,0.081,0
2611,nli,2.283214,8.078669,496.307,0
2612,image_search,2.374594,15.348945,320.670,0
2612,reranker,0.000553,16.188573,0.077,0
2612,nli,3.074972,9.972648,763.164,0
2613,image_search,2.371337,15.348945,293.894,0
2613,reranker,0.000570,16.188573,0.046,0
2613,nli,1.132972,3.951881,156.657,0
2614,image_search,2.371957,15.348945,289.201,0
2614,reranker,0.000566,16.188573,0.070,0
2614,nli,1.183496,3.951881,170.047,0
2615,image_search,2.368367,15.348945,320.380,0
2615,reranker,0.000574,16.188573,0.075,0
2615,nli,3.150669,9.972648,751.473,0
2616,image_search,2.366592,15.348945,318.614,0
2616,reranker,0.000639,16.188573,0.073,0
2616,nli,3.126253,9.972648,778.129,0
2617,image_search,2.360590,15.348945,290.279,0
2617,reranker,0.000617,16.188573,0.076,0
2617,nli,3.136748,9.972648,791.796,0
2618,image_search,2.550333,15.348945,316.200,0
2618,reranker,0.000548,16.188573,0.071,0
2618,nli,3.156751,9.972648,818.950,0
2619,image_search,3.211730,15.348945,433.568,0
2619,reranker,0.000573,16.188573,0.045,0
