sample_id,stage,latency_s,peak_vram_gb,energy_J,is_warmup
1773,image_search,2.406722,15.348945,291.799,0
1773,reranker,0.000606,16.188573,0.062,0
1773,nli,1.871089,4.864674,380.354,0
1774,image_search,2.417547,15.348945,298.083,0
1774,reranker,0.000620,16.188573,0.041,0
1774,nli,2.006603,8.020047,411.553,0
1775,image_search,2.401232,15.348945,290.841,0
1775,reranker,0.000560,16.188573,0.042,0
1775,nli,2.905211,9.775211,703.509,0
1776,image_search,2.318521,15.348945,286.212,0
1776,reranker,0.000636,16.188573,0.074,0
1776,nli,2.113301,5.872048,429.741,0
1777,image_search,2.423687,15.348945,302.108,0
1777,reranker,0.000573,16.188573,0.071,0
1777,nli,1.162895,3.916588,161.127,0
1778,image_search,2.320345,15.348945,311.705,0
1778,reranker,0.000574,16.188573,0.041,0
1778,nli,1.431667,4.607445,226.008,0
1779,image_search,2.438996,15.348945,301.471,0
1779,reranker,0.000583,16.188573,0.063,0
1779,nli,3.038498,9.972648,772.295,0
1780,image_search,2.327772,15.348945,310.207,0
1780,reranker,0.000536,16.188573,0.033,0
1780,nli,1.031171,3.317394,155.448,0
1781,image_search,2.342994,15.348945,309.175,0
1781,reranker,0.000453,16.188573,0.078,0
1781,nli,2.382116,7.921034,541.013,0
1782,image_search,2.379152,15.348945,318.264,0
1782,reranker,0.000647,16.188573,0.047,0
1782,nli,1.390867,4.225784,221.814,0
1783,image_search,2.367324,15.348945,318.581,0
1783,reranker,0.000538,16.188573,0.023,0
1783,nli,0.818900,2.628472,105.928,0
1784,image_search,2.366865,15.348945,318.113,0
1784,reranker,0.000582,16.188573,0.040,0
1784,nli,1.240089,3.578114,182.750,0
1785,image_search,2.459724,15.348945,305.043,0
1785,reranker,0.000601,16.188573,0.034,0
1785,nli,0.900276,3.090962,117.417,0
1786,image_search,2.642318,15.348945,351.182,0
1786,reranker,0.000520,16.188573,0.031,0
1786,nli,0.811698,2.925319,109.131,0
1787,image_search,2.737804,15.348945,365.879,0
1787,reranker,0.000562,16.188573,0.047,0
1787,nli,3.122900,9.972648,763.022,0
1788,image_search,2.879259,15.348945,354.354,0
1788,reranker,0.000572,16.188573,0.048,0
1788,nli,0.682596,2.321444,81.972,0
1789,image_search,2.672345,15.348945,350.898,0
1789,reranker,0.000869,16.188573,0.033,0
1789,nli,1.252703,4.157702,179.889,0
1790,image_search,2.678088,15.348945,328.315,0
1790,reranker,0.000927,16.188573,0.072,0
1790,nli,1.301815,4.114181,196.480,0
1791,image_search,2.769517,15.348945,339.797,0
1791,reranker,0.000555,16.188573,0.076,0
1791,nli,1.073531,3.522695,155.521,0
1792,image_search,2.777517,15.348945,339.747,0
1792,reranker,0.000624,16.188573,0.033,0
1792,nli,0.914018,2.827492,129.616,0
1793,image_search,2.730039,15.348945,363.472,0
1793,reranker,0.000563,16.188573,0.050,0
1793,nli,0.836886,2.576143,103.173,0
1794,image_search,2.690920,15.348945,355.513,0
1794,reranker,0.000562,16.188573,0.073,0
1794,nli,2.541738,9.972648,566.092,0
1795,image_search,2.753946,15.348945,332.419,0
1795,reranker,0.000559,16.188573,0.032,0
1795,nli,1.073472,3.377788,156.650,0
1796,image_search,2.730754,15.348945,329.691,0
1796,reranker,0.000580,16.188573,0.069,0
1796,nli,2.726688,9.972648,639.048,0
1797,image_search,2.722655,15.348945,331.555,0
1797,reranker,0.000607,16.188573,0.058,0
1797,nli,1.558371,5.446332,297.726,0
1798,image_search,2.434271,15.348945,300.288,0
1798,reranker,0.000729,16.188573,0.076,0
1798,nli,1.625006,5.894721,283.674,0
1799,image_search,2.385935,15.348945,289.939,0
1799,reranker,0.000584,16.188573,0.060,0
1799,nli,3.209002,9.972648,781.580,0
1800,image_search,2.438765,15.348945,323.583,0
1800,reranker,0.000549,16.188573,0.034,0
1800,nli,2.383755,9.972648,540.037,0
1801,image_search,2.406523,15.348945,318.382,0
1801,reranker,0.000523,16.188573,0.040,0
1801,nli,2.886187,9.972648,688.107,0
1802,image_search,2.439440,15.348945,294.810,0
1802,reranker,0.000565,16.188573,0.042,0
1802,nli,0.611117,2.194438,80.606,0
1803,image_search,2.377816,15.348945,296.157,0
1803,reranker,0.000639,16.188573,0.072,0
1803,nli,1.143707,4.136724,157.855,0
1804,image_search,2.387338,15.348945,320.327,0
1804,reranker,0.000585,16.188573,0.042,0
1804,nli,1.558262,5.652919,283.401,0
1805,image_search,2.388640,15.348945,318.122,0
1805,reranker,0.000611,16.188573,0.044,0
1805,nli,2.518129,9.972648,568.648,0
1806,image_search,2.364708,15.348945,316.927,0
1806,reranker,0.000572,16.188573,0.034,0
1806,nli,1.566181,4.580907,292.337,0
1807,image_search,2.392914,15.348945,294.990,0
1807,reranker,0.000536,16.188573,0.027,0
1807,nli,0.659124,2.422220,81.081,0
1808,image_search,2.415865,15.348945,322.766,0
1808,reranker,0.000590,16.188573,0.040,0
1808,nli,3.129568,9.972648,801.402,0
1809,image_search,2.506667,15.348945,306.128,0
1809,reranker,0.000610,16.188573,0.039,0
1809,nli,1.080931,3.465954,147.804,0
1810,image_search,3.039059,15.348945,374.934,0
1810,reranker,0.000558,16.188573,0.041,0
1810,nli,2.570519,9.972648,596.220,0
1811,image_search,3.308087,15.348945,392.385,0
1811,reranker,0.000601,16.188573,0.047,0
1811,nli,2.709563,9.972648,619.462,0
1812,image_search,3.242105,15.348945,431.588,0
1812,reranker,0.000573,16.188573,0.045,0
1812,nli,0.768657,2.485404,98.995,0
1813,image_search,3.081976,15.348945,408.799,0
1813,reranker,0.000534,16.188573,0.043,0
1813,nli,3.171411,9.972648,772.168,0
1814,image_search,3.272633,15.348945,396.637,0
1814,reranker,0.000613,16.188573,0.107,0
1814,nli,3.133962,9.972648,773.449,0
1815,image_search,2.771995,15.348945,369.272,0
1815,reranker,0.000579,16.188573,0.071,0
1815,nli,3.147141,9.972648,761.851,0
1816,image_search,2.464336,15.348945,306.644,0
1816,reranker,0.000564,16.188573,0.065,0
1816,nli,3.097873,9.972648,771.966,0
1817,image_search,2.348064,15.348945,285.469,0
1817,reranker,0.000499,16.188573,0.031,0
1817,nli,1.644608,5.469334,328.653,0
1818,image_search,2.429536,15.348945,295.061,0
1818,reranker,0.000588,16.188573,0.073,0
1818,nli,1.757288,4.973931,317.801,0
1819,image_search,2.433585,15.348945,324.120,0
1819,reranker,0.000594,16.188573,0.039,0
1819,nli,2.369181,8.726181,529.352,0
1820,image_search,2.336354,15.348945,309.958,0
1820,reranker,0.000912,16.188573,0.082,0
1820,nli,2.502016,9.088766,542.745,0
1821,image_search,2.373774,15.348945,320.068,0
1821,reranker,0.000615,16.188573,0.041,0
1821,nli,3.150968,9.972648,793.898,0
1822,image_search,2.405271,15.348945,292.399,0
1822,reranker,0.000576,16.188573,0.041,0
1822,nli,1.342429,4.266104,208.601,0
1823,image_search,2.398154,15.348945,289.194,0
1823,reranker,0.000657,16.188573,0.046,0
1823,nli,1.262334,3.606777,190.684,0
1824,image_search,2.426643,15.348945,304.737,0
1824,reranker,0.000556,16.188573,0.074,0
1824,nli,3.042955,9.972648,750.331,0
1825,image_search,2.675507,15.348945,359.586,0
1825,reranker,0.000926,16.188573,0.075,0
1825,nli,1.007304,3.701887,137.527,0
1826,image_search,3.213115,15.348945,429.595,0
1826,reranker,0.000448,16.188573,0.073,0
1826,nli,3.202957,9.972648,770.690,0
1827,image_search,3.481042,15.348945,465.637,0
1827,reranker,0.000531,16.188573,0.063,0
1827,nli,3.182173,9.972648,786.816,0
1828,image_search,3.321331,15.348945,439.935,0
1828,reranker,0.000526,16.188573,0.028,0
1828,nli,0.929438,3.201419,124.924,0
1829,image_search,2.943142,15.348945,389.576,0
1829,reranker,0.000568,16.188573,0.048,0
1829,nli,3.121786,9.972648,754.830,0
1830,image_search,2.891925,15.348945,382.387,0
1830,reranker,0.000576,16.188573,0.049,0
1830,nli,3.103956,9.972648,754.819,0
1831,image_search,2.384053,15.348945,290.642,0
1831,reranker,0.000587,16.188573,0.075,0
1831,nli,0.681869,2.280852,77.379,0
1832,image_search,2.337388,15.348945,289.421,0
1832,reranker,0.000599,16.188573,0.068,0
1832,nli,3.113583,9.972648,768.766,0
1833,image_search,2.405694,15.348945,316.075,0
1833,reranker,0.000609,16.188573,0.084,0
1833,nli,3.116854,9.972648,741.211,0
1834,image_search,2.385460,15.348945,319.919,0
1834,reranker,0.000585,16.188573,0.049,0
1834,nli,3.097674,9.972648,748.443,0
1835,image_search,2.331571,15.348945,307.528,0
1835,reranker,0.000587,16.188573,0.045,0
1835,nli,2.749273,9.972648,647.075,0
1836,image_search,2.437569,15.348945,326.244,0
1836,reranker,0.000532,16.188573,0.033,0
1836,nli,2.598011,8.867455,601.999,0
1837,image_search,2.416328,15.348945,322.368,0
1837,reranker,0.000563,16.188573,0.036,0
1837,nli,3.085728,9.972648,717.629,0
1838,image_search,2.372889,15.348945,292.504,0
1838,reranker,0.000472,16.188573,0.076,0
1838,nli,0.982827,3.308684,126.726,0
1839,image_search,2.663729,15.348945,359.105,0
1839,reranker,0.000561,16.188573,0.076,0
1839,nli,1.420530,4.619965,217.413,0
1840,image_search,3.302038,15.348945,390.096,0
1840,reranker,0.000560,16.188573,0.047,0
1840,nli,2.183441,6.743981,500.215,0
1841,image_search,3.247146,15.348945,433.455,0
1841,reranker,0.000589,16.188573,0.066,0
1841,nli,3.180182,9.972648,790.545,0
1842,image_search,3.362908,15.348945,401.936,0
1842,reranker,0.000562,16.188573,0.036,0
1842,nli,1.459486,5.894721,256.963,0
1843,image_search,3.011850,15.348945,403.127,0
1843,reranker,0.000523,16.188573,0.034,0
1843,nli,1.902430,6.559165,419.172,0
1844,image_search,2.928786,15.348945,391.456,0
1844,reranker,0.000556,16.188573,0.037,0
1844,nli,0.463931,1.735316,58.429,0
1845,image_search,2.437100,15.348945,297.916,0
1845,reranker,0.000593,16.188573,0.038,0
1845,nli,0.726901,2.609196,91.637,0
1846,image_search,2.412346,15.348945,319.301,0
1846,reranker,0.000532,16.188573,0.034,0
1846,nli,1.681650,5.552265,303.538,0
1847,image_search,2.416614,15.348945,324.249,0
1847,reranker,0.000825,16.188573,0.082,0
1847,nli,2.388604,8.145348,530.710,0
1848,image_search,2.397518,15.348945,319.006,0
1848,reranker,0.001006,16.188573,0.075,0
1848,nli,1.558712,5.696931,288.093,0
1849,image_search,2.461701,15.348945,332.202,0
1849,reranker,0.000600,16.188573,0.040,0
1849,nli,2.308880,8.621600,517.810,0
1850,image_search,2.373043,15.348945,294.679,0
1850,reranker,0.000513,16.188573,0.036,0
1850,nli,3.079521,9.972648,742.435,0
1851,image_search,2.368657,15.348945,315.692,0
1851,reranker,0.000528,16.188573,0.033,0
1851,nli,1.981895,8.681001,411.329,0
1852,image_search,2.366809,15.348945,316.711,0
1852,reranker,0.000600,16.188573,0.043,0
1852,nli,2.283049,6.416298,509.003,0
1853,image_search,2.458222,15.348945,324.336,0
1853,reranker,0.000541,16.188573,0.070,0
1853,nli,2.074334,7.403473,454.037,0
1854,image_search,2.368382,15.348945,293.804,0
1854,reranker,0.000616,16.188573,0.043,0
1854,nli,1.973708,5.517365,425.970,0
1855,image_search,2.363846,15.348945,293.645,0
1855,reranker,0.000534,16.188573,0.049,0
1855,nli,1.728339,6.428365,333.483,0
1856,image_search,2.355856,15.348945,308.825,0
1856,reranker,0.000463,16.188573,0.043,0
1856,nli,2.570361,9.972648,573.595,0
1857,image_search,2.544128,15.348945,329.172,0
1857,reranker,0.000562,16.188573,0.056,0
1857,nli,1.314082,4.973931,205.583,0
1858,image_search,2.677106,15.348945,352.746,0
1858,reranker,0.000535,16.188573,0.046,0
1858,nli,1.441882,4.525979,233.057,0
1859,image_search,2.643580,15.348945,320.327,0
1859,reranker,0.000564,16.188573,0.054,0
1859,nli,3.181436,9.972648,762.068,0
1860,image_search,3.226557,15.348945,434.589,0
1860,reranker,0.000554,16.188573,0.083,0
1860,nli,3.165533,9.972648,778.349,0
1861,image_search,3.379504,15.348945,454.886,0
1861,reranker,0.000538,16.188573,0.061,0
1861,nli,3.041276,9.972648,726.980,0
1862,image_search,3.279061,15.348945,396.715,0
1862,reranker,0.000516,16.188573,0.071,0
1862,nli,3.152599,9.972648,786.941,0
1863,image_search,3.189173,15.348945,426.745,0
1863,reranker,0.000574,16.188573,0.049,0
1863,nli,2.596873,9.972648,591.138,0
1864,image_search,2.448040,15.348945,326.393,0
1864,reranker,0.000518,16.188573,0.038,0
1864,nli,2.580554,9.972648,596.571,0
1865,image_search,2.347194,15.348945,287.501,0
1865,reranker,0.000526,16.188573,0.096,0
1865,nli,3.141160,9.972648,776.705,0
1866,image_search,2.396261,15.348945,319.478,0
1866,reranker,0.000909,16.188573,0.055,0
1866,nli,3.172305,9.972648,773.392,0
1867,image_search,2.372954,15.348945,292.823,0
1867,reranker,0.000744,16.188573,0.094,0
1867,nli,3.123830,9.972648,756.413,0
1868,image_search,2.363240,15.348945,319.605,0
1868,reranker,0.000549,16.188573,0.044,0
1868,nli,3.132062,9.972648,811.188,0
1869,image_search,2.378647,15.348945,294.774,0
1869,reranker,0.000583,16.188573,0.069,0
1869,nli,3.152391,9.972648,786.319,0
1870,image_search,2.369937,15.348945,290.956,0
1870,reranker,0.000544,16.188573,0.040,0
1870,nli,3.152933,9.972648,793.830,0
1871,image_search,3.398533,15.348945,454.037,0
1871,reranker,0.000617,16.188573,0.046,0
1871,nli,1.370880,4.939623,244.379,0
1872,image_search,3.375436,15.348945,450.956,0
1872,reranker,0.000769,16.188573,0.081,0
1872,nli,3.126093,9.972648,766.745,0
1873,image_search,4.141713,15.348945,493.678,0
1873,reranker,0.000573,16.188573,0.046,0
1873,nli,2.781602,9.972648,676.206,0
1874,image_search,3.757338,15.348945,494.482,0
1874,reranker,0.000585,16.188573,0.080,0
1874,nli,3.128454,9.972648,765.189,0
1875,image_search,4.156372,15.348945,502.792,0
1875,reranker,0.000664,16.188573,0.076,0
1875,nli,1.375189,4.125583,237.635,0
1876,image_search,3.165142,15.348945,386.098,0
1876,reranker,0.000624,16.188573,0.046,0
1876,nli,3.129106,9.972648,763.473,0
1877,image_search,2.807010,15.348945,372.039,0
1877,reranker,0.000589,16.188573,0.072,0
1877,nli,1.309561,4.806193,214.477,0
1878,image_search,2.817324,15.348945,351.960,0
1878,reranker,0.000566,16.188573,0.103,0
1878,nli,1.264082,4.806193,185.834,0
1879,image_search,2.832870,15.348945,346.229,0
1879,reranker,0.000678,16.188573,0.081,0
1879,nli,3.174408,9.972648,762.984,0
1880,image_search,3.779206,15.348945,490.767,0
1880,reranker,0.000915,16.188573,0.064,0
1880,nli,3.144447,9.972648,777.217,0
1881,image_search,2.379783,15.348945,318.844,0
1881,reranker,0.000547,16.188573,0.033,0
1881,nli,1.489693,5.159576,256.638,0
1882,image_search,2.378864,15.348945,319.577,0
1882,reranker,0.000610,16.188573,0.080,0
1882,nli,2.405306,9.972648,532.548,0
1883,image_search,2.459085,15.348945,332.149,0
1883,reranker,0.000583,16.188573,0.075,0
1883,nli,3.160172,9.972648,762.827,0
1884,image_search,2.466895,15.348945,300.543,0
1884,reranker,0.000591,16.188573,0.073,0
1884,nli,3.149944,9.972648,789.670,0
1885,image_search,2.451345,15.348945,292.942,0
1885,reranker,0.000528,16.188573,0.061,0
1885,nli,2.926117,9.972648,689.376,0
1886,image_search,2.387721,15.348945,315.775,0
1886,reranker,0.000626,16.188573,0.040,0
1886,nli,3.117554,9.972648,784.348,0
1887,image_search,2.762009,15.348945,364.498,0
1887,reranker,0.000570,16.188573,0.050,0
1887,nli,3.143983,9.972648,770.470,0
1888,image_search,3.138509,15.348945,379.703,0
1888,reranker,0.000562,16.188573,0.044,0
1888,nli,1.847661,5.836569,357.593,0
1889,image_search,3.225949,15.348945,432.648,0
1889,reranker,0.000508,16.188573,0.032,0
1889,nli,3.109494,9.972648,776.973,0
1890,image_search,3.315315,15.348945,443.572,0
1890,reranker,0.000544,16.188573,0.038,0
1890,nli,1.861570,5.505631,374.758,0
1891,image_search,3.063553,15.348945,410.090,0
1891,reranker,0.000560,16.188573,0.074,0
1891,nli,3.135062,9.972648,751.805,0
1892,image_search,3.303732,15.348945,397.133,0
1892,reranker,0.000591,16.188573,0.076,0
1892,nli,3.117599,9.972648,765.823,0
1893,image_search,2.397158,15.348945,292.081,0
1893,reranker,0.000624,16.188573,0.042,0
1893,nli,3.002497,9.972648,711.736,0
1894,image_search,2.429326,15.348945,295.068,0
1894,reranker,0.000589,16.188573,0.035,0
1894,nli,2.089046,7.167654,455.048,0
1895,image_search,2.439742,15.348945,301.012,0
1895,reranker,0.000545,16.188573,0.061,0
1895,nli,2.370123,9.972648,524.586,0
1896,image_search,2.448342,15.348945,295.665,0
1896,reranker,0.000625,16.188573,0.086,0
1896,nli,2.085317,7.546526,427.615,0
1897,image_search,2.428100,15.348945,327.615,0
1897,reranker,0.000472,16.188573,0.052,0
1897,nli,1.443945,4.619965,258.449,0
1898,image_search,2.443302,15.348945,323.158,0
1898,reranker,0.000577,16.188573,0.041,0
1898,nli,1.032346,3.623344,145.943,0
1899,image_search,2.413845,15.348945,323.600,0
1899,reranker,0.000566,16.188573,0.060,0
1899,nli,2.158913,6.504184,474.007,0
1900,image_search,2.433751,15.348945,325.609,0
1900,reranker,0.000628,16.188573,0.072,0
1900,nli,2.214647,8.170691,480.848,0
1901,image_search,2.441707,15.348945,329.227,0
1901,reranker,0.000625,16.188573,0.085,0
1901,nli,3.106162,9.972648,759.134,0
1902,image_search,2.770865,15.348945,367.531,0
1902,reranker,0.000592,16.188573,0.074,0
1902,nli,3.116261,9.972648,745.227,0
1903,image_search,3.465245,15.348945,457.834,0
1903,reranker,0.000551,16.188573,0.069,0
1903,nli,2.344357,9.038302,505.807,0
1904,image_search,3.332782,15.348945,395.915,0
1904,reranker,0.000567,16.188573,0.061,0
1904,nli,2.842372,9.309591,699.173,0
1905,image_search,3.210125,15.348945,389.898,0
1905,reranker,0.000523,16.188573,0.026,0
1905,nli,0.849889,2.757461,104.739,0
1906,image_search,3.024971,15.348945,367.585,0
1906,reranker,0.000585,16.188573,0.074,0
1906,nli,1.770767,6.877079,379.292,0
1907,image_search,3.049423,15.348945,407.122,0
1907,reranker,0.000505,16.188573,0.079,0
1907,nli,2.897306,9.972648,702.223,0
1908,image_search,2.441932,15.348945,321.768,0
1908,reranker,0.000926,16.188573,0.080,0
1908,nli,3.120357,9.972648,781.290,0
1909,image_search,2.376962,15.348945,287.729,0
1909,reranker,0.000569,16.188573,0.074,0
1909,nli,1.410579,4.453339,246.464,0
1910,image_search,2.393074,15.348945,318.080,0
1910,reranker,0.000547,16.188573,0.074,0
1910,nli,2.392452,7.190945,541.051,0
1911,image_search,2.416115,15.348945,300.090,0
1911,reranker,0.000618,16.188573,0.081,0
1911,nli,1.799277,5.379450,326.399,0
1912,image_search,2.394401,15.348945,316.754,0
1912,reranker,0.000610,16.188573,0.072,0
1912,nli,1.848175,6.176123,361.179,0
1913,image_search,2.397440,15.348945,318.161,0
1913,reranker,0.000581,16.188573,0.068,0
1913,nli,1.299921,4.453339,199.643,0
1914,image_search,2.415623,15.348945,316.590,0
1914,reranker,0.000508,16.188573,0.079,0
1914,nli,3.092476,9.972648,743.802,0
1915,image_search,2.417861,15.348945,301.591,0
1915,reranker,0.000600,16.188573,0.061,0
1915,nli,1.481739,4.414800,272.169,0
1916,image_search,2.380067,15.348945,316.735,0
1916,reranker,0.000623,16.188573,0.068,0
1916,nli,1.390746,4.619965,239.016,0
1917,image_search,2.429765,15.348945,297.004,0
1917,reranker,0.000582,16.188573,0.091,0
1917,nli,1.168572,4.453339,166.728,0
1918,image_search,2.378975,15.348945,316.150,0
1918,reranker,0.000598,16.188573,0.107,0
1918,nli,1.633550,6.176123,290.107,0
1919,image_search,2.592648,15.348945,315.139,0
1919,reranker,0.000578,16.188573,0.080,0
